iter	Logloss
507	0.2192936904
508	0.2186030011
509	0.218262385
510	0.2179446246
511	0.2177625926
512	0.2174786625
513	0.2173882757
514	0.2173151556
515	0.2170528229
516	0.2166330905
517	0.2164864433
518	0.2163300986
519	0.2161456976
520	0.2159397364
521	0.215608133
522	0.2154049847
523	0.2151533674
524	0.2147790505
525	0.2144411734
526	0.2138938002
527	0.2135730047
528	0.2134156976
529	0.2131601939
530	0.2128662702
531	0.2125419214
532	0.2123067936
533	0.2121696588
534	0.2120758482
535	0.2118420158
536	0.2116745486
537	0.2114432701
538	0.211202035
539	0.2106297703
540	0.2101231304
541	0.209831483
542	0.2094246868
543	0.2091627057
544	0.2090000687
545	0.2088622677
546	0.2086513466
547	0.2083774287
548	0.2080514884
549	0.2079716504
550	0.207520142
551	0.2073599108
552	0.2070246061
553	0.2068925977
554	0.2067531681
555	0.2064739942
556	0.2062073124
557	0.2057927064
558	0.2054888631
559	0.2052399848
560	0.2049422117
561	0.2047934917
562	0.2044899075
563	0.2043341919
564	0.2042086979
565	0.2040168758
566	0.2038459292
567	0.2035812091
568	0.2033553716
569	0.2032266574
570	0.2030057057
571	0.2024203012
572	0.2019596875
573	0.2018289005
574	0.2015935691
575	0.2011103772
576	0.2009146686
577	0.2005294513
578	0.2003779553
579	0.2002342691
580	0.2000041566
581	0.1997557224
582	0.1996385194
583	0.1994481223
584	0.1992348323
585	0.1990305737
586	0.1988678996
587	0.1987430533
588	0.1985588004
589	0.1984177422
590	0.198136218
591	0.19795835
592	0.1977179292
593	0.1976065743
594	0.1973942097
595	0.1971436287
596	0.1966536448
597	0.1965096996
598	0.1963027575
599	0.1960125906
600	0.195780794
601	0.195532841
602	0.1950776497
603	0.1946535683
604	0.1943604404
605	0.1941729488
606	0.1938985127
607	0.1936394742
608	0.1934731173
609	0.1933030591
610	0.193180267
611	0.1927884613
612	0.1925176895
613	0.1923517952
614	0.1920949035
615	0.1919440737
616	0.1918118062
617	0.1915092954
618	0.1913364427
619	0.1911198956
620	0.190563417
621	0.190367616
622	0.1901816975
623	0.1900518543
624	0.1899507336
625	0.1893657918
626	0.1892325989
627	0.1890801221
628	0.1888066113
629	0.1886389219
630	0.1885078574
631	0.1883582676
632	0.1880268678
633	0.1878145217
634	0.187502665
635	0.1869893626
636	0.1866940324
637	0.1862223332
638	0.1859632762
639	0.1858543826
640	0.1854141448
641	0.1850630909
642	0.1847538806
643	0.1845218989
644	0.1842916568
645	0.1840541046
646	0.1837658255
647	0.1835609561
648	0.1834050185
649	0.1832087918
650	0.1828025878
651	0.1826315672
652	0.1825245799
653	0.182257565
654	0.1820831576
655	0.1819168748
656	0.1816519141
657	0.1814913128
658	0.1812379743
659	0.1809949441
660	0.1807638877
661	0.1805154165
662	0.1802623742
663	0.1801069918
664	0.1798022787
665	0.1796547246
666	0.1794351794
667	0.1792106374
668	0.1790330284
669	0.1788895828
670	0.1787749707
671	0.1786923197
672	0.1785394543
673	0.1783740042
674	0.1782829696
675	0.1780560218
676	0.1778925889
677	0.1776459869
678	0.1773539509
679	0.1770558262
680	0.1768943181
681	0.1766779005
682	0.1764049634
683	0.1762945153
684	0.1757960554
685	0.1755920743
686	0.1754918419
687	0.1753328692
688	0.1751316087
689	0.1749073443
690	0.1748337245
691	0.1747366383
692	0.1745822367
693	0.1745021397
694	0.1743343022
695	0.1742205415
696	0.1741370576
697	0.1737162704
698	0.1735841694
699	0.1732883581
700	0.1730251555
701	0.1726742311
702	0.1724882386
703	0.1723540464
704	0.1718325456
705	0.1715584611
706	0.1714045222
707	0.1711786662
708	0.1709621561
709	0.1708412517
710	0.1706883122
711	0.1705083344
712	0.17036822
713	0.1702931013
714	0.1701870022
715	0.1700543091
716	0.1698712961
717	0.1697935679
718	0.1696083342
719	0.1694323353
720	0.1691106145
721	0.1689339494
722	0.1687256007
723	0.1685643517
724	0.1683921282
725	0.1679099356
726	0.1678067422
727	0.1676748263
728	0.1675387649
729	0.1673638764
730	0.1671962426
731	0.1670644007
732	0.166891659
733	0.166697542
734	0.1664802547
735	0.1662867299
736	0.1658737155
737	0.1657062852
738	0.1655630432
739	0.1654079384
740	0.1653080206
741	0.1651889299
742	0.165043282
743	0.1647696787
744	0.1645891087
745	0.1645029784
746	0.1643547581
747	0.1641586979
748	0.1638379765
749	0.1636609782
750	0.1634415811
751	0.1632739287
752	0.1631343141
753	0.1630056739
754	0.1629165455
755	0.1626892645
756	0.1625051967
757	0.1624384244
758	0.1622571326
759	0.1621242914
760	0.1619987418
761	0.1618267404
762	0.1615444019
763	0.1614636386
764	0.1613142524
765	0.1612318605
766	0.1610998335
767	0.1607220374
768	0.1605243856
769	0.1604104768
770	0.1601991116
771	0.1598465031
772	0.1595668851
773	0.1592028209
774	0.1589667122
775	0.1588072213
776	0.1586856322
777	0.1586239308
778	0.1585050621
779	0.1582806126
780	0.1581263776
781	0.1579659429
782	0.1577200997
783	0.1575445264
784	0.1573745792
785	0.1572878382
786	0.1571658975
787	0.1568371812
788	0.1567559737
789	0.1566501893
790	0.1565625415
791	0.1564267577
792	0.1562837377
793	0.1562253861
794	0.1561132354
795	0.1559381248
796	0.1558367635
797	0.1557601457
798	0.1556924111
799	0.1555582004
800	0.1554148288
801	0.1553275511
802	0.155216844
803	0.1551597785
804	0.1549392154
805	0.1546363622
806	0.1545510278
807	0.1544076562
808	0.1541246422
809	0.1540220687
810	0.1538073445
811	0.1535797304
812	0.1535199352
813	0.1533649692
814	0.1532221714
815	0.153011861
816	0.1527538219
817	0.1522861849
818	0.1520612357
819	0.151697662
820	0.1514009715
821	0.1512359934
822	0.1510811199
823	0.1509832656
824	0.1507199798
825	0.150648072
826	0.1505940508
827	0.1504239741
828	0.1500834597
829	0.1499071555
830	0.1497406783
831	0.1496518738
832	0.1495196618
833	0.1494506503
834	0.1493459948
835	0.1493056964
836	0.149181285
837	0.1488358386
838	0.1486805765
839	0.1485058268
840	0.1483883462
841	0.1482318163
842	0.1480832907
843	0.1479938384
844	0.1478531874
845	0.1477715728
846	0.1476862198
847	0.1474106547
848	0.1473350548
849	0.1471794041
850	0.1469364756
851	0.1467856366
852	0.1466520089
853	0.1463967642
854	0.1462881575
855	0.1458684899
856	0.1457271541
857	0.1456574578
858	0.1454933495
859	0.1453585003
860	0.1452488387
861	0.145053232
862	0.1448167994
863	0.1444371804
864	0.1442998975
865	0.1441989249
866	0.143858392
867	0.1437100329
868	0.1436223666
869	0.1435421214
870	0.1434020626
871	0.1430133567
872	0.1428810245
873	0.1425887386
874	0.142360597
875	0.1421957022
876	0.1419846886
877	0.1418861033
878	0.1417685301
879	0.1416293596
880	0.1414844612
881	0.1414081118
882	0.1413179285
883	0.1412220545
884	0.1409199971
885	0.1406395648
886	0.1402702077
887	0.1400787279
888	0.1399940875
889	0.1396701921
890	0.1395523506
891	0.1392829298
892	0.1390327282
893	0.1384733349
894	0.1382812074
895	0.1380322828
896	0.1377463263
897	0.1376063507
898	0.1374421961
899	0.1371583771
900	0.1370279973
901	0.136857754
902	0.1367296134
903	0.1366664593
904	0.1365042109
905	0.1363511603
906	0.1361797603
907	0.1360912242
908	0.1358669413
909	0.1357728716
910	0.1357094306
911	0.1355723143
912	0.1355174049
913	0.1353819265
914	0.135310981
915	0.1351620759
916	0.1349541714
917	0.134826364
918	0.1347538085
919	0.1346662902
920	0.1345367709
921	0.134461356
922	0.1342530352
923	0.1341910007
924	0.134031556
925	0.1339002231
926	0.1337560743
927	0.1336232423
928	0.1335795665
929	0.133411035
930	0.1332478798
931	0.1332056752
932	0.1327788918
933	0.1326463559
934	0.1325249704
935	0.1323722622
936	0.1322606667
937	0.1321504869
938	0.1319588499
939	0.1318341609
940	0.1317403781
941	0.1316222034
942	0.1315090348
943	0.1314485271
944	0.1313273174
945	0.1312138712
946	0.1309770222
947	0.1308747911
948	0.1306551256
949	0.1305537088
950	0.130477785
951	0.1303375596
952	0.130185203
953	0.1301385568
954	0.1299930385
955	0.1299449396
956	0.129800106
957	0.129664461
958	0.1295424184
959	0.1294784407
960	0.1293537795
961	0.1292803726
962	0.1291622534
963	0.1290389802
964	0.1289280694
965	0.1288729564
966	0.1287878625
967	0.128705813
968	0.1286592131
969	0.1286076441
970	0.1285591935
971	0.1284679646
972	0.1283304505
973	0.128234817
974	0.1281898827
975	0.1280888915
976	0.1280347501
977	0.127932445
978	0.1277589723
979	0.1276952629
980	0.1275840375
981	0.1274629758
982	0.1273447364
983	0.1272182152
984	0.1271750668
985	0.1270682553
986	0.127004222
987	0.126878876
988	0.1268127978
989	0.1267235954
990	0.1266347632
991	0.126535817
992	0.1264670646
993	0.1264067327
994	0.1263248959
995	0.1262696904
996	0.1261647203
997	0.126027456
998	0.1259919693
999	0.1259208943
