,index,gridSearch,accu_std,accu_mod,acc_test,acc_train,overfitting %,recall,overfitting_balanced,f1,precission,balanced_accucracy,ROC,balance_method
46,6,AdaBoost,0.4076305220883534,0.8230769230769232,0.5542168674698795,0.8282051282051283,49.43701226309923,0.6274509803921569,40.64604000650513,0.1259842519685039,0.0700218818380744,0.5888577653283535,0.5888577653283535,near_miss
47,7,XGB,0.3363453815261044,0.841025641025641,0.3835341365461847,0.882051282051282,129.9798630688683,0.7058823529411765,64.55874864886592,0.1049562682215743,0.0566929133858267,0.5360099595393714,0.5360099595393714,near_miss
48,8,CatBoost,0.2781124497991968,0.8358974358974359,0.3493975903614458,0.8666666666666667,148.04597701149424,0.6666666666666666,73.5169491525424,0.0949720670391061,0.0511278195488721,0.4994708994708994,0.4994708994708994,near_miss
49,9,LGBM,0.3604417670682731,0.7794871794871795,0.4397590361445783,0.8205128205128205,86.58236740428522,0.7254901960784313,42.71912582869707,0.1170886075949367,0.06368330464716,0.5749144102085278,0.5749144102085278,near_miss
50,0,SVC,0.8182730923694779,0.942328944142595,0.8805220883534136,0.9764251465103888,10.891612990233456,0.0588235294117647,98.5226852963285,0.048,0.0405405405405405,0.4918456271397448,0.4918456271397448,smote_tomek
51,1,LogisticRegression,0.7650602409638554,0.7911569266360782,0.7600401606425703,0.7914224826851358,4.129034709959744,0.8431372549019608,0.991300203740169,0.2646153846153846,0.156934306569343,0.7993464052287582,0.7993464052287582,smote_tomek
52,2,DecissionTree,0.8694779116465864,0.8098039347187852,0.7078313253012049,0.8176611614278103,15.516385359162983,0.803921568627451,8.546267473765827,0.2198391420911528,0.1273291925465838,0.7532835356364769,0.7532835356364769,smote_tomek
53,3,KNN,0.8323293172690763,0.9461901779681596,0.8755020080321285,1.0,14.22018348623853,0.0784313725490196,100.61188811188815,0.0606060606060606,0.0493827160493827,0.498474945533769,0.498474945533769,smote_tomek
54,4,GradientBoosting,0.858433734939759,0.9656370788307428,0.9246987951807228,1.0,8.143322475570038,0.0196078431372549,101.3788780946412,0.0259740259740259,0.0384615384615384,0.4965764083411142,0.4965764083411141,smote_tomek
55,5,RandomForest,0.9006024096385542,0.9509866071718468,0.9006024096385542,1.0,11.036789297658864,0.1372549019607843,85.34756273435246,0.1238938053097345,0.1129032258064516,0.5395269218798631,0.5395269218798631,smote_tomek
56,6,AdaBoost,0.785140562248996,0.8504268099703217,0.7941767068273092,0.8564198188598828,7.837438632672984,0.6666666666666666,16.700321387539923,0.249084249084249,0.1531531531531531,0.7338624338624338,0.7338624338624338,smote_tomek
57,7,XGB,0.929718875502008,0.9593765924801776,0.9347389558232932,0.9974693660095898,6.711008436686518,0.0588235294117647,91.66730895214474,0.0845070422535211,0.15,0.5204170557111734,0.5204170557111734,smote_tomek
58,8,CatBoost,0.9126506024096386,0.87813100165759,0.8423694779116466,0.9047682472029834,7.407529703715311,0.5098039215686274,32.07125429390694,0.2488038277511961,0.1645569620253164,0.6850606909430439,0.6850606909430439,smote_tomek
59,9,LGBM,0.9186746987951808,0.8445662167828661,0.7961847389558233,0.8530900372935536,7.147248063603954,0.803921568627451,6.657001822023728,0.287719298245614,0.1752136752136752,0.7998443821973233,0.7998443821973235,smote_tomek
